volatility_63d,return_63d,max_drawdown_63d,average_correlation,weighted_correlation,largest_position_weight,top_3_concentration,number_of_assets,market_beta,ten_year_yield,two_year_yield,yield_curve_spread,vix
0.13583205639994284,-0.062145316277233256,-0.0455296307140618,0.02858106785565988,0.7807051600467996,0.85675366291846,1.0,3.0,0.32683414227645635,3.96,4.87,-0.91,13.33
0.12865875864258658,0.0993903207777535,-0.040572773721309296,-0.08015164818182792,0.42278838068034313,0.602084075455791,0.9931413145806586,4.0,0.22769623733553435,4.14,3.57,0.57,15.45
0.347647528070135,-0.22973328935196452,-0.16775806625873357,0.311968806033555,0.5224618146450544,0.4245731287363134,1.0,3.0,0.6024166219217775,0.88,0.34,0.54,63.95
0.13058155478767144,0.05032229150686019,-0.0592106738911482,0.13063747925368124,0.28535299795081404,0.3761879628440022,0.9134486223218206,5.0,0.3919334315550826,3.05,2.61,0.44,34.75
0.10413795514273136,0.46956379161011164,-0.014482744528701241,0.018919157145609766,0.5693030747154478,0.7474040965879309,0.9566804220740504,4.0,0.31280374725206245,4.33,4.72,-0.39,13.65
0.061313660295551346,0.2543667706287713,-0.01847423598143194,0.07494487134253808,0.22100030643075141,0.41985877793923804,0.7775405107390515,5.0,0.2778697009705058,1.27,0.23,1.04,21.57
0.18037395181078444,0.40911658326920197,-0.052762521809717744,0.1759429472937125,0.45283254415555846,0.3841470022486553,0.8779119503586174,6.0,1.0874123548862744,4.55,4.21,0.34,16.56
0.1447706118192755,-0.08290641803563986,-0.05769145622254346,0.09451249544489577,0.5436393733747025,0.6714938008294856,1.0,3.0,0.29478034975516043,4.28,4.64,-0.36,13.08
0.11415250784601741,0.3558605330920167,-0.02534676741223696,0.29183537221628925,0.9086599919219506,0.9227199869083267,1.0,3.0,1.0699314359099665,2.45,2.28,0.17,19.32
0.30662610228257137,0.7058769358403069,-0.08699062966596849,0.06933425895811254,0.6836765793262869,0.6187835429633612,1.0,3.0,1.9015572101640061,4.18,4.87,-0.69,13.09
0.26056677014155577,0.660676424942772,-0.06759101624823838,0.25877551646318997,0.7458783479642529,0.7787355944169956,1.0,3.0,0.9980984383849314,4.43,3.9,0.53,17.2
0.1748412036799052,0.1429353538384301,-0.06960885095942826,0.7473814427746395,0.8396755138918679,0.36818065723489074,1.0,3.0,1.1017548270744046,3.43,3.9,-0.47,16.94
0.18583689890863123,0.029507178996620143,-0.0833244676550774,0.0750350211952983,0.3549454099025808,0.40186500361554345,1.0,3.0,0.6895810338810964,2.32,2.14,0.18,23.53
0.2221339422114816,0.5594500773064733,-0.08330992237094703,0.1477954341208835,0.5648193629950499,0.6079991733952528,0.9514683138982605,4.0,0.6433424088345648,2.88,3.22,-0.34,19.56
0.15998742796410378,0.006200520140087994,-0.12715637024712856,0.294794916453608,0.41813154520707646,0.4149771914863419,0.802962418933669,5.0,1.1091318754244563,2.13,1.87,0.26,12.86
0.13058007134524005,0.18373875256490912,-0.056842877935309066,0.24572065587104416,0.49803598428935425,0.517728964946991,0.8463747780796101,6.0,0.6111826503557519,1.72,1.67,0.05,15.2
0.07923609820389642,-0.07970796143000461,-0.030610778764792346,-0.11984833867917333,0.4329732995559605,0.6230119992306256,1.0,3.0,0.4685441952564473,1.89,1.65,0.24,12.14
0.08791836083487309,-0.17809822300258835,-0.0722671418431825,0.059606673367662996,0.34645397216400425,0.5728742486328464,0.8494076754170035,6.0,0.2787089443964312,1.63,0.13,1.5,19.23
0.26722720242300624,0.40699242576175265,-0.12469940762553267,0.6043429638385811,0.7251830275116079,0.4236767079770814,0.8512941584384162,5.0,0.9388414047283653,3.51,4.34,-0.83,22.17
0.49256917928130056,-0.42123621376124315,-0.23383657300005078,0.03933691788739552,0.49813698388368044,0.7066858853632016,1.0,3.0,1.5333411040228628,1.96,1.35,0.61,21.44
0.10744763653049277,-0.03465274344637149,-0.04032802755547915,0.08489310680943202,0.32316212607663164,0.4358994217716862,0.9063084565162949,4.0,0.5830079695810206,1.58,0.32,1.26,19.54
0.13202562628552322,0.24749388050847834,-0.07712616540162631,0.47345256054810664,0.8481245910621764,0.7870176845699248,1.0,3.0,1.017340564055692,2.09,1.85,0.24,16.3
0.21325411533441088,0.268633862266739,-0.11022581143551036,0.26606341091710395,0.4238050511986472,0.3060746415054727,0.7684020503641884,5.0,1.1363735128076797,0.67,0.14,0.53,26.19
0.2344426473824598,1.034884729744705,-0.05165747645663321,0.34630703555360015,0.5407482255577469,0.36605518966093353,0.8419494568501491,4.0,1.5997867998106325,4.2,4.46,-0.26,15.93
0.18972344150795656,0.22495671301335912,-0.09789920171748834,0.18179491683679241,0.4800216723491146,0.3752308605268613,0.9446757321757042,4.0,0.6844102213760581,2.79,3.2,-0.41,19.95
0.19218282756378985,-0.08716634588906444,-0.09681320950454586,0.36341854490049896,0.5627472866371287,0.37958556472600213,0.8206266253570069,6.0,0.9753966636296378,2.05,1.58,0.47,25.7
0.16256549473599888,0.1462376784323665,-0.07892061423823227,0.16012579456541068,0.3383626976091613,0.293583191397068,0.6839603487385177,6.0,0.9320220556588016,3.66,3.57,0.09,16.56
0.29350300362303255,-0.8195890160292354,-0.2233370616874485,0.5336262406472575,0.7817864746399138,0.6427458070123633,0.9602945022572777,4.0,0.9529359759890305,3.16,3.06,0.1,28.95
0.21336465294540372,-0.0576719263061851,-0.1502932237028648,0.47651836926516317,0.6453851012478514,0.49561145226824294,0.9818617547959637,4.0,0.8614150204663461,2.7,2.52,0.18,15.38
0.1414097214605829,0.22441460643542438,-0.06875874489820544,-0.02797967193556981,0.3781081486263537,0.5130856968133307,1.0,3.0,0.3432129408758642,2.34,2.13,0.21,21.67
0.1295240933399337,0.23382094679538984,-0.06595944666339815,0.19531890162709917,0.4567007965232831,0.47197931355055767,0.776402310758508,6.0,1.1700064854941294,4.27,4.94,-0.67,14.01
0.09766954445045811,0.26967992919437156,-0.02084282250219527,0.22540858011580964,0.4220013673273004,0.38483573244445923,0.7949116673203624,6.0,0.7650966323380556,4.31,4.65,-0.34,16.35
0.11635027248757238,0.30973351654097414,-0.04305249764992458,0.3538208923830672,0.6444479506587342,0.5729735890814625,0.9999999999999999,3.0,0.9112944515078807,4.09,4.85,-0.76,13.57
0.11350908419509007,0.17985413848091822,-0.030386122837528173,0.19997895648589842,0.37626593003970377,0.3945371025303954,0.9131670720865633,6.0,0.6922663990336477,4.29,3.74,0.55,15.69
0.2864152910448439,1.2364301678836032,-0.06526892575883425,0.43046710351511647,0.6701469763559292,0.5343195169385244,0.8970961927216532,5.0,1.8521177159332822,4.08,3.59,0.49,16.92
0.09912969655133975,-0.23087891083048917,-0.09645245181467799,0.20966779856076143,0.523304217731669,0.4855775727945914,0.9839336235684846,5.0,0.4891879994404126,4.86,5.02,-0.16,20.68
0.1587163617480001,-0.5122440961775037,-0.13112478290994523,0.566350335671564,0.7774560018750737,0.7607208380600817,1.0,3.0,0.5259603327321953,4.1,4.61,-0.51,25.86
0.1521358213625104,0.47483991168230527,-0.09776787281999899,0.269066647246499,0.5358683867162793,0.5766569022232926,1.0000000000000002,3.0,0.995487280699687,3.96,4.14,-0.18,12.7
0.21482622321389455,0.24932213954274227,-0.09658518012250339,0.5035231756276181,0.6451672596679007,0.3349820747755719,0.8789134226044327,4.0,1.2021346270744129,1.53,0.16,1.37,22.56
0.13860670813473236,0.47519780868736167,-0.04273021296105184,0.0614094575663017,0.33374128507442585,0.3277368244215585,0.8375777942100828,4.0,0.656090081325906,4.13,3.6,0.53,22.38
0.12225195893224174,0.2860533171401413,-0.032316060177706274,-0.020268171739995056,0.3716818475998351,0.5270542923645128,1.0,3.0,0.4682127160887657,4.5,4.28,0.22,15.66
0.2291497500614275,-0.2061350313603746,-0.13980562912824368,0.45260500909999085,0.5461121512461768,0.47996590754514856,0.8729676882368114,5.0,0.6244613988877615,4.4,3.84,0.56,40.72
0.1880605891289808,0.5689395719108161,-0.04615648350590873,0.3717730638083984,0.6962612349380355,0.821891752104198,1.0,3.0,0.7347506117737824,1.58,0.18,1.4,17.64
0.26549319413599337,0.01183046106632319,-0.10806585362886101,0.6172517272330804,0.868085800650441,0.5357234372043453,0.9662946953949054,4.0,1.1118280448209976,3.29,3.48,-0.19,23.61
0.12448730006729102,0.21336040239036624,-0.048068838062086616,0.30923054753742707,0.5480646938912452,0.6511183743793568,0.9987446759278287,4.0,0.7413784864440247,4.01,4.91,-0.9,14.41
0.1253632233543472,-0.2552027268464585,-0.10101474412470979,0.2149681764861644,0.4656530269553182,0.5137830671193816,0.9160540055666997,4.0,0.4532445239806485,1.53,0.16,1.37,22.56
0.2936731468753872,-0.21151719160527174,-0.20156853211566572,0.6006238480418201,0.9174322132590911,0.7102040254476286,0.9888652369052993,4.0,1.1701398976018738,4.21,4.49,-0.28,29.69
0.22207085740291613,0.1931493870135647,-0.10735545945325509,0.47897560471709405,0.8358847492507421,0.6703618519844426,0.9867424265007596,4.0,1.3515102941819308,4.39,4.84,-0.45,12.69
0.11888599676734714,0.5454547396929282,-0.023231936374613182,0.15861184069444453,0.4610946381791695,0.5302401167898809,1.0,3.0,0.12291990043809435,4.31,4.21,0.1,15.2
0.32207434406665386,0.9324469727837643,-0.1245204794704744,0.3736663320303318,0.57408951540342,0.40527583335004974,0.9326541518777528,4.0,1.4693027939117316,0.7,0.13,0.57,27.63
0.2553969122156235,-0.11850389056262997,-0.10317791632537399,0.4241602771639343,0.675764801567198,0.5197458454880762,0.8747058320630614,4.0,0.9398292647236701,3.79,4.4,-0.61,22.9
0.11656948136479303,0.3744267875536709,-0.022305819439425778,0.11059453769469049,0.4410977356938213,0.3911991949729205,0.9682251136431728,5.0,0.6167231315846973,4.29,4.15,0.14,20.35
0.1478079901876422,0.4324145646094917,-0.04013771782232922,0.2454853369659268,0.46631276530765814,0.5095271403429418,0.9577588778722361,4.0,0.7196394666858702,4.23,4.17,0.06,13.3
0.06187441625200121,0.17367046572150288,-0.011840766331631447,0.15048779486634264,0.3459299095453812,0.4697176411767794,0.9389399185836471,4.0,0.530051263256215,1.74,1.51,0.23,12.98
0.4844387478320363,-0.43176951227062077,-0.22558215893548206,0.8409907417010555,0.8880342856837722,0.5002385976153493,0.9505651634670406,5.0,0.9822765127210435,1.12,0.44,0.68,72.0
0.1323984177796065,0.13524345250646133,-0.052693125503288196,0.1590917005649967,0.30796633039595117,0.23615528056003385,0.6680027269825141,6.0,0.9767152239215855,4.78,5.08,-0.3,17.45
0.07373023943446849,0.07381473442808166,-0.028599998271528038,0.07683367944724478,0.5033183881415804,0.6898271054727809,0.9094163103552255,6.0,0.15799192623014605,2.6,2.41,0.19,12.18
0.17238344641069578,0.13428788569036534,-0.08335935908003866,0.19492585168597207,0.5270444258487987,0.5637054162825897,1.0,3.0,0.9567764626784495,4.47,4.92,-0.45,12.46
0.12621289796439172,0.3288332404385984,-0.04456018376746673,0.16827645148753997,0.2766869424611343,0.26860413098593217,0.7334135707337767,5.0,0.7506211263632679,1.47,1.47,0.0,19.66
0.343235604900482,0.11120896922183574,-0.1432433663796816,0.5775298813254909,0.7095086989874827,0.35703489450983716,0.8566816417600398,4.0,0.9864519916356117,4.29,3.73,0.56,16.32
0.2857569621008173,0.3858750603199527,-0.15045679456142025,0.5076445293625599,0.6539927640471177,0.32702947547606454,0.8040144686058001,5.0,1.1816151705201194,3.67,4.48,-0.81,20.71
0.7627625726348629,0.890782035383688,-0.21912499484888148,0.7094179293288193,0.8871761556812582,0.6743630157471013,1.0,3.0,1.2814133631528273,0.84,0.2,0.64,27.57
0.15279942765810958,0.5484543159274164,-0.04952500055919462,0.2645001534805546,0.6088063999964873,0.5668892329944142,0.9979170382868152,4.0,1.168285802707652,1.54,0.28,1.26,15.62
0.21976643498660509,-0.19647934128787914,-0.09676938094072618,0.6052260211299952,0.7161419323765588,0.5161650892734062,1.0,3.0,0.781106197397311,2.88,2.58,0.3,27.47
0.14219898522379318,0.28154735307249695,-0.04060860850402004,0.33456894535633575,0.46853256139111416,0.2986096458019446,0.7567227109000498,6.0,0.8234493627802277,1.53,0.16,1.37,22.56
0.0974031700390041,0.6864098462936861,-0.015815961531481015,0.08639680175218771,0.3596461005726277,0.4442210556809425,0.7967185588142308,5.0,1.0369908930750769,1.87,1.58,0.29,13.45
0.11759388021043941,0.3888749039538848,-0.024606598674162705,0.24457284587969896,0.3682802786727081,0.485495036407173,0.8632499726303269,6.0,0.6630952419534546,2.52,2.33,0.19,13.74
0.3373193457815993,0.4252664494387495,-0.12988887534611482,0.570698241710749,0.7171104297809479,0.4768711023099973,1.0,3.0,1.1453089157663028,0.92,0.17,0.75,20.77
0.1362171862460126,-0.22703777349495713,-0.0834739415698007,0.08973635915861339,0.45416288145047806,0.5585478181249321,1.0,3.0,0.4924382384283756,1.38,0.12,1.26,21.34
0.1374553118347709,0.6233909051624825,-0.039084702953120054,0.07421275225078519,0.4763487419065942,0.6463112721400833,0.9455686467292427,4.0,0.5285174311990962,4.09,4.29,-0.2,16.36
0.24130023240537835,0.09172982237298899,-0.11954775727508227,-0.06332881682765662,0.259532032707091,0.3851326022509401,0.828146655361078,4.0,0.4821129513010362,1.02,0.47,0.55,75.91
0.15538218021779113,0.45154612032445035,-0.04243093673549381,0.17617813627363493,0.4286278043933086,0.4314857924546624,0.8774348290479155,5.0,0.6928543363034043,1.65,0.16,1.49,17.61
0.20088732894034636,0.2624824880966182,-0.13602736601874799,0.2815930546725169,0.6913220022192701,0.672741166719073,0.9710154380279039,6.0,1.1817966760557777,2.13,1.88,0.25,15.91
0.13475393506214836,0.14215580757247576,-0.05716615614979059,0.018920523352288804,0.4909823919908832,0.6181842800409001,0.9000225263828528,4.0,0.23826330855357447,1.97,1.55,0.42,27.59
0.1069062579001214,0.20198157005173137,-0.028851843323802973,0.17993261370261532,0.4018012349281129,0.4674754481799109,0.9293597224234305,5.0,0.6463551587965114,4.44,5.1,-0.66,17.2
0.23153094958197123,0.049029225931701115,-0.14655814234269182,0.10457454183264515,0.3575148402677579,0.3937086932306779,0.847538194836732,4.0,1.2048303566149157,4.63,5.02,-0.39,14.76
0.19554898409961763,0.14288805357265877,-0.09348412235711001,0.1879199366869409,0.3889877830438574,0.4266205852620586,0.8613427126685177,5.0,0.5615228570792463,4.46,3.96,0.5,17.69
0.1126258787418967,0.22334914503819547,-0.053531733807009374,0.4415044386739894,0.749641370683079,0.5151326093812607,0.9399622943517418,4.0,1.0109648886333988,4.23,4.98,-0.75,17.2
0.23444559881778604,0.18671855113351388,-0.0966092766869171,0.22442428946195406,0.5333600913563915,0.48263429499000143,1.0,3.0,1.1806933538689797,4.43,4.86,-0.43,12.29
0.18411509739017437,0.5499041724818483,-0.06488065942885579,0.4212437899137845,0.48196234382511627,0.24291280888604408,0.619208729653871,6.0,1.0396148900925728,0.94,0.12,0.82,23.08
0.26678217558994016,-0.1382349556611667,-0.1385215215896376,0.3799099602045934,0.690473831069262,0.534225034410329,1.0,3.0,0.931116208349216,3.75,4.48,-0.73,21.89
0.15158057713365908,-0.0747322542273962,-0.04943305200098902,0.1423168346371218,0.40732138115636324,0.45625317268049453,0.9326405950353194,4.0,0.44188409968438536,3.7,4.28,-0.58,16.81
0.23446457173310345,0.20969750358074019,-0.13202763417465435,0.35978156757940655,0.588003312950037,0.3213562168419999,0.7579733477344239,6.0,1.2505805481852204,1.56,0.16,1.4,16.57
0.2758033688541518,-0.6192277470861693,-0.17509332287460988,0.5607477192982055,0.7336973173452399,0.5138277268769003,0.9963144183123518,4.0,1.2086265572628476,2.7,2.37,0.33,21.82
0.11660769320526745,0.06363928124768393,-0.04733411355879824,-0.06200812227571234,0.35285366431305426,0.5366290033364799,1.0,3.0,0.6116259559271718,0.68,0.14,0.54,25.59
0.10559717072666604,-0.005612473657983766,-0.0745371576663103,0.3857917235530278,0.6261351120009586,0.43590177041992373,0.881293194307124,6.0,0.8360594847600974,1.66,0.48,1.18,15.43
0.4185044113198858,0.1737991241676868,-0.166252660868644,0.5628877545121205,0.7568836581692125,0.5131405982843551,0.8805712954247432,5.0,1.6113792596889565,3.05,3.29,-0.24,24.11
0.11257732795773027,-0.19309131804560428,-0.08184020482418031,-0.07977618925922163,0.3363019136492306,0.4489902433311561,1.0,3.0,0.5539402846477604,4.09,3.54,0.55,21.15
0.2824555889325176,0.6045477953371737,-0.0841872535056043,0.16975902521261677,0.6055534149713729,0.5718227453057715,0.9971605718562768,4.0,1.2606524271726365,4.15,3.61,0.54,16.1
0.29096356796322803,-0.34142178499190173,-0.16469457284472833,0.2909092763962903,0.7857233936069736,0.790552334348904,0.9999677765403544,4.0,0.8088988237578938,2.93,3.13,-0.2,24.23
0.17797310186565757,0.4244492663686501,-0.06941094916431023,0.5428216756640472,0.8090569563562247,0.33201386347109957,0.8517524370627916,5.0,1.363987871675368,1.47,0.16,1.31,15.65
0.09707921880646954,0.14993391016798183,-0.03693227162984458,0.08522439614832396,0.4826586749710627,0.526663123444533,0.9061545546896249,5.0,0.11974634325771819,4.27,4.21,0.06,14.6
0.1474895475721156,0.387523805802201,-0.042991200426317655,0.07762484943143705,0.37145654914309223,0.4117450331487177,1.0,3.0,0.8442520816206932,4.24,4.68,-0.44,11.94
0.1424373762730709,0.1354663570856132,-0.05786006698442936,0.02064136836581251,0.4881673975710591,0.6453237527741726,0.9999999999999999,3.0,0.37477236022657495,4.27,4.21,0.06,14.6
0.4875160531922151,1.7774650510233947,-0.0507945557548406,0.2893432183596206,0.7383943616555692,0.8052409149585147,1.0,3.0,1.6968882561224714,3.73,4.52,-0.79,13.65
0.14494972975459253,0.20336282289906332,-0.042681031665779634,0.198661760021089,0.4860194522475201,0.48481777921628394,0.9140267578303243,4.0,1.0140977992720162,4.56,4.93,-0.37,14.91
0.25118876921522304,0.25789013706392866,-0.09454910429076757,0.02253129130643259,0.43541223623929365,0.561073234353446,0.9006737413112559,6.0,1.299232887842552,1.67,1.53,0.14,17.57
0.2335225789161924,0.6982836004401841,-0.06956500477233951,0.4286391978452746,0.6697624530947781,0.4856932132129275,0.8149992186943142,6.0,0.9570526161865605,3.48,4.14,-0.66,19.85
0.11549917475591599,0.6077838339598436,-0.027759407596061658,0.028273688684342674,0.40409743986300095,0.4430064262470554,1.0,3.0,0.5905204195020012,1.49,0.74,0.75,17.54
0.14196913398976455,0.15639335630422246,-0.04100197944205697,0.23213520501581666,0.7449582572933325,0.8250525278051042,1.0,3.0,0.49193221208042165,1.9,1.58,0.32,14.82
0.14460533638572318,0.7205093494330398,-0.037365231229382956,0.24992929976172185,0.4089073617799368,0.23532132809856418,0.617366940578201,6.0,1.1716076960095452,2.52,2.36,0.16,13.18
0.15653481896207436,-0.2571622555565881,-0.11804021281343391,0.2892100885944866,0.6880665111671673,0.7105396902553553,1.0,3.0,0.32266279752555854,4.52,4.31,0.21,15.1
0.13865934075332745,0.5867385527923576,-0.043277120016270265,0.296077155503004,0.5060650352279069,0.4348074701664948,0.7691553412368829,6.0,0.8047018195073267,1.19,0.09,1.1,20.87
0.5943338511942895,0.3890747506780918,-0.27017917601522856,0.22924660039648953,0.4251182587396897,0.3038322518242358,0.6774408588450331,6.0,0.9760354661819459,0.66,0.14,0.52,28.23
0.12020172133807591,0.10045969509082334,-0.09016616222254403,0.06385534183092463,0.3189724279228468,0.4625665363120467,0.9172753122659941,4.0,0.6340182429497279,2.06,1.83,0.23,13.97
0.22030049136609894,0.9921421614379381,-0.05628389377541165,0.4685523258364103,0.7303696777886024,0.696965392698024,0.9882426307560868,5.0,0.8746214368223554,1.68,0.45,1.23,15.01
0.16627872453310039,0.694298595672572,-0.037623660400132763,-0.00046706525222858233,0.35973578633182435,0.5755513783912464,0.9370366121304031,5.0,1.1389400373497738,4.11,3.57,0.54,15.7
0.16421438279158687,-0.12922804558672868,-0.12491781857298456,0.3304981307052149,0.395532250085576,0.46187821649197736,0.815953390780455,6.0,0.42067302750038105,2.68,2.85,-0.17,22.33
0.1140928602062472,0.11235315635264534,-0.043313970724199624,0.08337240399469716,0.38657549311511563,0.47966508075854314,0.7684658802225247,6.0,0.5428057252630429,4.01,3.43,0.58,18.56
0.13681019232638347,0.16615084604915098,-0.05528119080470206,0.06798529982551074,0.5146320703599716,0.5622030922840068,1.0,3.0,0.733022178667276,4.24,3.59,0.65,15.86
0.28662956797764416,0.32036759951204474,-0.11815337808898607,0.6385597292820347,0.816118438124317,0.6920041190853462,0.9709755410293827,4.0,1.1739632336114585,3.05,3.29,-0.24,24.11
0.1377589142424497,0.08301480499749118,-0.047079543706026405,0.16351429621841593,0.44841676572638467,0.42413422878571744,0.7747029451670429,6.0,1.1731572858134158,1.31,0.23,1.08,25.71
0.16674311745461634,0.24449433739445087,-0.08150693154991906,0.20434768084617438,0.41857122935694874,0.550166212103538,0.9190080865444927,5.0,0.28158321047592966,4.26,3.78,0.48,23.55
0.1579244997644505,0.12947634004727052,-0.08587156408092689,0.045278833403834116,0.4042661642825304,0.5676636305460513,0.9403824358505366,4.0,0.84102673171623,4.09,3.47,0.62,19.62
0.18968660428386938,0.1471013277706066,-0.14633832087795817,0.4536771155251959,0.7367263868028581,0.6156294314719573,0.8676156342161897,6.0,1.3842486065553006,2.09,1.83,0.26,12.68
0.1443514800696771,0.3038168340985229,-0.046850949342233106,0.35186373820907957,0.5714244424493422,0.30935184323009274,0.7694656119597175,5.0,0.8736308999432779,1.69,0.17,1.52,17.33
